"","participant_id","endtime","conditions","starttime","p2.Demographics.answers","p2.Demographics.timestamp","p7.msi.answers","p7.msi.timestamp","p10.PlaylistCharacteristics.answers","p10.PlaylistCharacteristics.timestamp","p11.PlaylistCharacteristics.answers","p11.PlaylistCharacteristics.timestamp","p12.PlaylistCharacteristics.answers","p12.PlaylistCharacteristics.timestamp"
"815",214,"2019-01-14 09:44:09","","","","","","","","","","","",""
"816",214,"2019-01-14 09:44:09","","","","","","","","","","","",""
"817",214,"2019-01-14 09:44:09","","","","","","","","","","","",""
"818",213,"2019-01-14 09:35:26","","","","","","","","","","","",""
"819",213,"2019-01-14 09:35:26","","","","","","","","","","","",""
"820",215,"2019-01-14 11:07:43","","","","","","","","","","","",""
"821",215,"2019-01-14 11:07:43","","","","","","","","","","","",""
"822",215,"2019-01-14 11:07:43","","","","","","","","","","","",""
"823",216,"2019-01-14 11:49:55","","","","","","","","","","","",""
"824",216,"2019-01-14 11:49:55","","","","","","","","","","","",""
"825",216,"2019-01-14 11:49:55","","","","","","","","","","","",""
"826",217,"2019-01-14 12:30:23","","","","","","","","","","","",""
"827",217,"2019-01-14 12:30:23","","","","","","","","","","","",""
"828",217,"2019-01-14 12:30:23","","","","","","","","","","","",""
"829",218,"2019-01-14 13:39:11","","","","","","","","","","","",""
"830",218,"2019-01-14 13:39:11","","","","","","","","","","","",""
"831",218,"2019-01-14 13:39:11","","","","","","","","","","","",""
"832",219,"2019-01-14 14:47:53","","","","","","","","","","","",""
"833",211,"2019-01-12 16:33:55","","","","","","","","","","","",""
"834",211,"2019-01-12 16:33:55","","","","","","","","","","","",""
"835",220,"2019-01-14 21:15:25","","","","","","","","","","","",""
"836",220,"2019-01-14 21:15:25","","","","","","","","","","","",""
"837",220,"2019-01-14 21:15:25","","","","","","","","","","","",""
"838",221,"2019-01-15 00:37:11","","","","","","","","","","","",""
"839",221,"2019-01-15 00:37:11","","","","","","","","","","","",""
"840",221,"2019-01-15 00:37:11","","","","","","","","","","","",""
"841",211,"2019-01-12 16:33:55","","","","","","","","","","","",""
"842",211,"2019-01-12 16:33:55","","","","","","","","","","","",""
"843",211,"2019-01-12 16:33:55","","","","","","","","","","","",""
"844",222,"2019-01-16 10:23:05","","","","","","","","","","","",""
"845",222,"2019-01-16 10:23:05","","","","","","","","","","","",""
"846",222,"2019-01-16 10:23:05","","","","","","","","","","","",""
"847",46,"","","","","","","","","","","","",""
"848",46,"","","","","","","","","","","","",""
"849",46,"","","","","","","","","","","","",""
"850",224,"2019-01-16 13:00:21","","","","","","","","","","","",""
"851",225,"2019-01-16 13:03:52","","","","","","","","","","","",""
"852",224,"2019-01-16 13:00:21","","","","","","","","","","","",""
"853",224,"2019-01-16 13:00:21","","","","","","","","","","","",""
"854",225,"2019-01-16 13:03:52","","","","","","","","","","","",""
"855",225,"2019-01-16 13:03:52","","","","","","","","","","","",""
"856",226,"2019-01-16 13:56:13","","","","","","","","","","","",""
"857",226,"2019-01-16 13:56:13","","","","","","","","","","","",""
"858",226,"2019-01-16 13:56:13","","","","","","","","","","","",""
"859",219,"2019-01-14 14:47:53","","","","","","","","","","","",""
"860",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"861",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"862",219,"2019-01-14 14:47:53","","","","","","","","","","","",""
"863",227,"2019-01-16 20:01:52","","","","","","","","","","","",""
"864",227,"2019-01-16 20:01:52","","","","","","","","","","","",""
"865",227,"2019-01-16 20:01:52","","","","","","","","","","","",""
"866",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"867",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"868",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"869",178,"","","","","","","","","","","","",""
"870",229,"2019-01-16 23:58:17","","","","","","","","","","","",""
"871",229,"2019-01-16 23:58:17","","","","","","","","","","","",""
"872",229,"2019-01-16 23:58:17","","","","","","","","","","","",""
"873",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"874",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"875",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"876",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"877",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"878",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"879",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"880",178,"","","","","","","","","","","","",""
"881",178,"","","","","","","","","","","","",""
"882",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"883",178,"","","","","","","","","","","","",""
"884",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"885",178,"","","","","","","","","","","","",""
"886",233,"2019-01-17 10:11:18","","","","","","","","","","","",""
"887",233,"2019-01-17 10:11:18","","","","","","","","","","","",""
"888",233,"2019-01-17 10:11:18","","","","","","","","","","","",""
"889",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"890",178,"","","","","","","","","","","","",""
"891",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"892",178,"","","","","","","","","","","","",""
"893",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"894",178,"","","","","","","","","","","","",""
"895",234,"2019-01-17 15:47:59","","","","","","","","","","","",""
"896",235,"2019-01-17 15:49:21","","","","","","","","","","","",""
"897",236,"2019-01-17 15:50:59","","","","","","","","","","","",""
"898",236,"2019-01-17 15:50:59","","","","","","","","","","","",""
"899",237,"2019-01-17 15:50:56","","","","","","","","","","","",""
"900",154,"2019-01-09 10:23:04","","","","","","","","","","","",""
"901",154,"2019-01-09 10:23:04","","","","","","","","","","","",""
"902",177,"2019-01-10 12:01:06","","","","","","","","","","","",""
"903",177,"2019-01-10 12:01:06","","","","","","","","","","","",""
"904",234,"2019-01-17 15:47:59","","","","","","","","","","","",""
"905",234,"2019-01-17 15:47:59","","","","","","","","","","","",""
"906",238,"2019-01-17 16:03:44","","","","","","","","","","","",""
"907",236,"2019-01-17 15:50:59","","","","","","","","","","","",""
"908",236,"2019-01-17 15:50:59","","","","","","","","","","","",""
"909",155,"2019-01-09 11:28:07","","","","","","","","","","","",""
"910",155,"2019-01-09 11:28:07","","","","","","","","","","","",""
"911",238,"2019-01-17 16:03:44","","","","","","","","","","","",""
"912",238,"2019-01-17 16:03:44","","","","","","","","","","","",""
"913",239,"2019-01-17 16:20:10","","","","","","","","","","","",""
"914",240,"2019-01-17 16:30:09","","","","","","","","","","","",""
"915",239,"2019-01-17 16:20:10","","","","","","","","","","","",""
"916",239,"2019-01-17 16:20:10","","","","","","","","","","","",""
"917",240,"2019-01-17 16:30:09","","","","","","","","","","","",""
"918",240,"2019-01-17 16:30:09","","","","","","","","","","","",""
"919",237,"2019-01-17 15:50:56","","","","","","","","","","","",""
"920",241,"2019-01-17 17:04:11","","","","","","","","","","","",""
"921",242,"2019-01-17 17:04:44","","","","","","","","","","","",""
"922",188,"2019-01-10 17:38:43","","","","","","","","","","","",""
"923",242,"2019-01-17 17:04:44","","","","","","","","","","","",""
"924",242,"2019-01-17 17:04:44","","","","","","","","","","","",""
"925",243,"2019-01-17 17:42:10","","","","","","","","","","","",""
"926",244,"2019-01-17 17:53:06","","","","","","","","","","","",""
"927",243,"2019-01-17 17:42:10","","","","","","","","","","","",""
"928",243,"2019-01-17 17:42:10","","","","","","","","","","","",""
"929",244,"2019-01-17 17:53:06","","","","","","","","","","","",""
"930",244,"2019-01-17 17:53:06","","","","","","","","","","","",""
"931",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"932",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"933",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"934",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"935",245,"2019-01-17 18:33:21","","","","","","","","","","","",""
"936",245,"2019-01-17 18:33:21","","","","","","","","","","","",""
"937",245,"2019-01-17 18:33:21","","","","","","","","","","","",""
"938",246,"2019-01-17 18:52:50","","","","","","","","","","","",""
"939",246,"2019-01-17 18:52:50","","","","","","","","","","","",""
"940",246,"2019-01-17 18:52:50","","","","","","","","","","","",""
"941",246,"2019-01-17 18:52:50","","","","","","","","","","","",""
"942",246,"2019-01-17 18:52:50","","","","","","","","","","","",""
"943",247,"2019-01-17 19:07:24","","","","","","","","","","","",""
"944",248,"2019-01-17 19:09:48","","","","","","","","","","","",""
"945",248,"2019-01-17 19:09:48","","","","","","","","","","","",""
"946",248,"2019-01-17 19:09:48","","","","","","","","","","","",""
"947",249,"2019-01-17 19:41:05","","","","","","","","","","","",""
"948",250,"2019-01-17 20:00:50","","","","","","","","","","","",""
"949",251,"2019-01-17 20:06:49","","","","","","","","","","","",""
"950",249,"2019-01-17 19:41:05","","","","","","","","","","","",""
"951",250,"2019-01-17 20:00:50","","","","","","","","","","","",""
"952",250,"2019-01-17 20:00:50","","","","","","","","","","","",""
"953",251,"2019-01-17 20:06:49","","","","","","","","","","","",""
"954",251,"2019-01-17 20:06:49","","","","","","","","","","","",""
"955",252,"2019-01-17 20:28:42","","","","","","","","","","","",""
"956",247,"2019-01-17 19:07:24","","","","","","","","","","","",""
"957",247,"2019-01-17 19:07:24","","","","","","","","","","","",""
"958",253,"2019-01-17 20:47:55","","","","","","","","","","","",""
"959",252,"2019-01-17 20:28:42","","","","","","","","","","","",""
"960",252,"2019-01-17 20:28:42","","","","","","","","","","","",""
"961",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"962",178,"","","","","","","","","","","","",""
"963",254,"2019-01-18 10:18:59","","","","","","","","","","","",""
"964",254,"2019-01-18 10:18:59","","","","","","","","","","","",""
"965",254,"2019-01-18 10:18:59","","","","","","","","","","","",""
"966",255,"2019-01-18 11:15:59","","","","","","","","","","","",""
"967",255,"2019-01-18 11:15:59","","","","","","","","","","","",""
"968",255,"2019-01-18 11:15:59","","","","","","","","","","","",""
"969",256,"2019-01-18 11:55:13","","","","","","","","","","","",""
"970",256,"2019-01-18 11:55:13","","","","","","","","","","","",""
"971",256,"2019-01-18 11:55:13","","","","","","","","","","","",""
"972",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"973",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"974",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"975",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"976",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"977",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"978",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"979",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"980",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"981",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"982",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"983",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"984",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"985",188,"2019-01-10 17:38:43","","","","","","","","","","","",""
"986",188,"2019-01-10 17:38:43","","","","","","","","","","","",""
"987",188,"2019-01-10 17:38:43","","","","","","","","","","","",""
"988",258,"2019-01-19 08:04:16","","","","","","","","","","","",""
"989",258,"2019-01-19 08:04:16","","","","","","","","","","","",""
"990",258,"2019-01-19 08:04:16","","","","","","","","","","","",""
"991",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"992",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"993",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"994",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"995",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"996",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"997",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"998",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"999",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1000",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1001",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1002",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1003",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1004",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1005",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1006",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1007",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1008",260,"2019-01-22 10:26:15","","","","","","","","","","","",""
"1009",261,"2019-01-22 15:39:20","","","","","","","","","","","",""
"1010",261,"2019-01-22 15:39:20","","","","","","","","","","","",""
"1011",261,"2019-01-22 15:39:20","","","","","","","","","","","",""
"1012",261,"2019-01-22 15:39:20","","","","","","","","","","","",""
"1013",262,"2019-01-22 18:11:15","","","","","","","","","","","",""
"1014",262,"2019-01-22 18:11:15","","","","","","","","","","","",""
"1015",262,"2019-01-22 18:11:15","","","","","","","","","","","",""
"1016",262,"2019-01-22 18:11:15","","","","","","","","","","","",""
"1017",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1018",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1019",263,"2019-01-23 15:42:04","","","","","","","","","","","",""
"1020",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1021",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1022",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1023",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1024",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1025",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1026",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1027",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1028",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1029",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1030",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1031",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1032",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1033",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1034",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1035",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1036",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1037",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1038",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1039",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1040",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1041",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1042",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1043",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1044",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1045",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1046",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1047",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1048",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1049",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1050",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1051",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1052",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1053",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1054",267,"","","","","","","","","","","","",""
"1055",267,"","","","","","","","","","","","",""
"1056",267,"","","","","","","","","","","","",""
"1057",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1058",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1059",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1060",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1061",274,"2019-02-01 17:53:09","","","","","","","","","","","",""
"1062",274,"2019-02-01 17:53:09","","","","","","","","","","","",""
"1063",274,"2019-02-01 17:53:09","","","","","","","","","","","",""
"1064",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1065",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1066",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1067",178,"","","","","","","","","","","","",""
"1068",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1069",178,"","","","","","","","","","","","",""
"1070",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1071",178,"","","","","","","","","","","","",""
"1072",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1073",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1074",178,"","","","","","","","","","","","",""
"1075",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1076",178,"","","","","","","","","","","","",""
"1077",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1078",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1079",178,"","","","","","","","","","","","",""
"1080",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1081",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1082",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1083",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1084",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1085",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1086",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1087",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1088",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1089",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1090",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1091",178,"","","","","","","","","","","","",""
"1092",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1093",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1094",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1095",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1096",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1097",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1098",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1099",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1100",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1101",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1102",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1103",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1104",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1105",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1106",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1107",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1108",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1109",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1110",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1111",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1112",52,"2019-02-02 14:27:05","","","","","","","","","","","",""
"1113",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1114",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1115",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1116",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1117",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1118",178,"","","","","","","","","","","","",""
"1119",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1120",178,"","","","","","","","","","","","",""
"1121",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1122",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1123",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1124",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1125",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1126",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1127",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1128",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1129",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1130",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1131",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1132",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1133",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1134",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1135",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1136",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1137",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1138",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1139",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1140",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1141",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1142",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1143",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1144",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1145",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"1146",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1147",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1148",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1149",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1150",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1151",178,"","","","","","","","","","","","",""
"1152",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1153",178,"","","","","","","","","","","","",""
"1154",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1155",178,"","","","","","","","","","","","",""
"1156",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1157",178,"","","","","","","","","","","","",""
"1158",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1159",178,"","","","","","","","","","","","",""
"1160",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1161",178,"","","","","","","","","","","","",""
"1162",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1163",178,"","","","","","","","","","","","",""
"1164",178,"","","","","","","","","","","","",""
"1165",178,"","","","","","","","","","","","",""
"1166",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1167",178,"","","","","","","","","","","","",""
"1168",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1169",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1170",278,"","","","","","","","","","","","",""
"1171",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1172",178,"","","","","","","","","","","","",""
"1173",278,"","","","","","","","","","","","",""
"1174",178,"","","","","","","","","","","","",""
"1175",278,"","","","","","","","","","","","",""
"1176",178,"","","","","","","","","","","","",""
"1177",278,"","","","","","","","","","","","",""
"1178",278,"","","","","","","","","","","","",""
"1179",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1180",278,"","","","","","","","","","","","",""
"1181",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1182",178,"","","","","","","","","","","","",""
"1183",278,"","","","","","","","","","","","",""
"1184",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1185",178,"","","","","","","","","","","","",""
"1186",278,"","","","","","","","","","","","",""
"1187",178,"","","","","","","","","","","","",""
"1188",278,"","","","","","","","","","","","",""
"1189",278,"","","","","","","","","","","","",""
"1190",278,"","","","","","","","","","","","",""
"1191",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1192",278,"","","","","","","","","","","","",""
"1193",278,"","","","","","","","","","","","",""
"1194",178,"","","","","","","","","","","","",""
"1195",278,"","","","","","","","","","","","",""
"1196",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1197",178,"","","","","","","","","","","","",""
"1198",278,"","","","","","","","","","","","",""
"1199",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1200",278,"","","","","","","","","","","","",""
"1201",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1202",278,"","","","","","","","","","","","",""
"1203",278,"","","","","","","","","","","","",""
"1204",278,"","","","","","","","","","","","",""
"1205",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1206",278,"","","","","","","","","","","","",""
"1207",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1208",278,"","","","","","","","","","","","",""
"1209",278,"","","","","","","","","","","","",""
"1210",278,"","","","","","","","","","","","",""
"1211",178,"","","","","","","","","","","","",""
"1212",278,"","","","","","","","","","","","",""
"1213",278,"","","","","","","","","","","","",""
"1214",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1215",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1216",278,"","","","","","","","","","","","",""
"1217",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1218",278,"","","","","","","","","","","","",""
"1219",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1220",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1221",287,"","","","","","","","","","","","",""
"1222",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1223",287,"","","","","","","","","","","","",""
"1224",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1225",287,"","","","","","","","","","","","",""
"1226",287,"","","","","","","","","","","","",""
"1227",287,"","","","","","","","","","","","",""
"1228",289,"","","","","","","","","","","","",""
"1229",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1230",287,"","","","","","","","","","","","",""
"1231",289,"","","","","","","","","","","","",""
"1232",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1233",287,"","","","","","","","","","","","",""
"1234",289,"","","","","","","","","","","","",""
"1235",287,"","","","","","","","","","","","",""
"1236",289,"","","","","","","","","","","","",""
"1237",287,"","","","","","","","","","","","",""
"1238",289,"","","","","","","","","","","","",""
"1239",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1240",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1241",287,"","","","","","","","","","","","",""
"1242",289,"","","","","","","","","","","","",""
"1243",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1244",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1245",287,"","","","","","","","","","","","",""
"1246",289,"","","","","","","","","","","","",""
"1247",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1248",287,"","","","","","","","","","","","",""
"1249",289,"","","","","","","","","","","","",""
"1250",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1251",287,"","","","","","","","","","","","",""
"1252",289,"","","","","","","","","","","","",""
"1253",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1254",287,"","","","","","","","","","","","",""
"1255",289,"","","","","","","","","","","","",""
"1256",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1257",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1258",287,"","","","","","","","","","","","",""
"1259",289,"","","","","","","","","","","","",""
"1260",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1261",287,"","","","","","","","","","","","",""
"1262",289,"","","","","","","","","","","","",""
"1263",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1264",287,"","","","","","","","","","","","",""
"1265",289,"","","","","","","","","","","","",""
"1266",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1267",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"1268",287,"","","","","","","","","","","","",""
"1269",289,"","","","","","","","","","","","",""
"1270",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1271",287,"","","","","","","","","","","","",""
"1272",289,"","","","","","","","","","","","",""
"1273",291,"2019-02-04 19:41:52","","","","","","","","","","","",""
"1274",119,"2019-02-04 13:23:45","","","","","","","","","","","",""
"1275",119,"2019-02-04 13:23:45","","","","","","","","","","","",""
"1276",119,"2019-02-04 13:23:45","","","","","","","","","","","",""
