,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,speechiness,valence
110,In The Ghetto,Elvis Presley,7KWoeBqSdZHEloYKVxssfG,1969,111,163,247,168,112,158,114,157,186,140,203,216,245,292,266,321,261,248,203,241,0.716,0.404,167413,0.266,0.133,-16.688,0.0334,0.491
111,Suspicious Minds,Elvis Presley,1H5IfYyIIAlgDX8zguUzns,1969,112,140,281,130,86,107,84,97,81,89,108,77,120,135,153,151,121,106,85,104,0.0422,0.487,261280,0.382,4.74e-06,-10.889,0.0309,0.714
112,Another Day In Paradise,Phil Collins,1NCuYqMc8hKMb4cpNTcJbD,1989,113,253,233,225,166,207,250,323,567,281,436,439,367,322,286,392,413,406,390,316,0.736,0.78,322133,0.565,0.00269,-7.32,0.0306,0.365
113,"Welterusten, Mijnheer De President",Boudewijn De Groot,75MBgR1T83zzuYVyuW6B4q,1966,114,126,71,91,70,68,85,80,96,78,160,194,219,457,362,460,421,400,474,485,0.38,0.568,152293,0.351,0.0,-14.471,0.0534,0.868
114,My Way,Frank Sinatra,3spdoTYpuCpmq19tuD0bOe,1969,115,449,377,331,422,412,423,308,363,353,459,444,404,387,368,407,373,359,340,371,0.7,0.401,276800,0.381,0.0,-7.458,0.0274,0.229
115,Papa,Stef Bos,6NP6BCW2M2I4vdcnXMAvjl,1991,116,86,98,87,65,94,43,28,43,44,72,84,51,75,80,101,109,116,91,94,0.718,0.744,193093,0.322,1.62e-06,-13.004,0.0337,0.294
116,Dromen Zijn Bedrog,Marco Borsato,2o4iWZOFE8kkl0tK66WADw,1994,117,283,255,488,465,202,274,225,403,275,356,735,820,957,1065,1145,986,1357,1605,1290,0.0306,0.606,242733,0.859,0.0,-8.723,0.0375,0.639
117,How Deep Is Your Love,Bee Gees,2JoZzpdeP2G6Csfdq5aLXP,1977,118,196,146,271,260,260,300,350,354,289,562,451,525,561,617,683,654,496,516,629,0.105,0.633,245200,0.357,0.0,-9.366,0.0264,0.674
118,Born In The Usa,Bruce Springsteen,0dOg1ySSI7NkpAe89Zo0b9,1985,119,158,122,111,214,183,254,282,258,214,293,266,249,273,309,489,489,389,466,417,0.000373,0.398,278680,0.952,7.75e-05,-6.042,0.061,0.584
119,In Nije Dei,De Kast,6ckD6hc0JylXs6xHuwKx3b,1997,120,108,126,197,405,441,413,368,275,325,411,249,416,663,511,615,734,769,907,911,0.514,0.398,298400,0.377,4.44e-06,-12.487,0.0293,0.14
120,Piano Man,Billy Joel,3FCto7hnn1shUyZL42YgfO,1974,121,83,57,58,60,66,49,54,34,50,45,45,29,36,18,7,6,4,4,3,0.6,0.334,336093,0.472,3.77e-06,-8.792,0.0277,0.431
121,Troy,Sinead O'Connor,6m3kJ6d7Ypd1eoBoGP2qZN,1987,122,72,124,123,131,140,177,195,268,162,221,254,273,275,267,248,278,278,260,314,0.482,0.315,391200,0.311,1.42e-06,-9.233,0.032,0.184
122,God Only Knows,Beach Boys,6iGU74CwXuT4XVepjc9Emf,1966,123,117,137,110,117,88,80,68,42,59,20,20,31,44,59,13,19,18,29,46,0.253,0.521,173040,0.487,0.0,-7.525,0.0299,0.483
123,I Was Made For Loving You,KISS,3zzgFIwELwKFkNXt8rYETv,1979,124,173,205,152,184,166,283,378,479,270,317,390,390,375,348,332,397,380,400,312,0.0282,0.712,245551,0.809,0.000167,-9.832,0.0295,0.803
124,Heart Of Gold,Neil Young,1Q1b8eVkUPGlpSArl8JAVw,1972,125,155,145,148,153,174,202,165,228,169,175,157,196,187,157,187,222,205,207,240,0.189,0.541,187013,0.459,0.0274,-10.433,0.0297,0.803
125,Oerend Hard,Normaal,3d8KtuxdO6kba5qzRcbqlk,1977,126,149,169,106,95,117,82,107,119,101,226,214,302,256,275,271,186,336,343,330,0.122,0.664,224570,0.66,0.0,-10.39,0.0989,0.836
126,Samba Pa Ti,Santana,35fC3Wq3slX4OBfyvBVmHm,1970,127,150,153,176,188,177,182,184,257,182,161,154,221,276,295,216,273,196,236,423,0.829,0.407,284800,0.358,0.424,-12.908,0.0343,0.267
127,Teach Your Children,"Crosby, Stills, Nash & Young",29HaKOpeLSYvqdFyEQSRdj,1970,128,145,78,150,130,142,159,160,199,149,237,208,325,628,513,751,776,498,640,681,0.643,0.497,173467,0.285,1.66e-05,-14.537,0.0264,0.667
128,The Final Countdown,Europe,3MrRksHupTVEQ7YbA0FsZK,1986,129,87,166,180,202,189,227,283,452,247,538,497,545,519,436,589,566,568,523,426,0.0628,0.529,310333,0.843,0.000827,-6.908,0.0616,0.188
129,Lola,Kinks,0UAJH0k4k3slcE83a9UGCe,1970,130,85,156,205,181,188,265,227,361,222,242,245,276,424,346,375,569,688,637,0,0.582,0.474,241040,0.917,0.231,-4.19,0.0395,0.902
130,I Will Always Love You,Whitney Houston,4eHbdreAnSOrDDsFfc4Fpm,1992,131,405,476,551,537,463,636,513,483,505,505,534,687,401,433,446,381,453,484,447,0.844,0.306,271093,0.214,5.3e-06,-12.518,0.0356,0.108
131,Take On Me,A-Ha,2WfaOiMkCvy7F5fcp2zZ8L,1985,132,68,72,79,145,146,147,247,179,152,345,293,308,368,394,284,227,178,156,321,0.018,0.573,225280,0.902,0.00125,-7.638,0.054,0.876
132,Under Pressure,David Bowie & Queen,5oidljiMjeJTWUGZ4TfFea,1981,133,265,332,185,308,273,345,493,524,376,229,352,324,265,192,193,201,87,101,38,0.24,0.678,237520,0.643,0.0,-9.316,0.0444,0.534
133,Living Doll,Cliff Richard & The Young Ones,2OqzR7I7GF19T2qPrbmYQC,1986,134,371,374,450,1008,696,967,1081,1103,887,916,973,1049,1574,1160,1314,1433,1490,1661,1766,0.501,0.599,156793,0.481,0.0,-7.412,0.0467,0.772
134,Owner Of A Lonely Heart,Yes,0GTK6TesV108Jj5D3MHsYb,1983,135,94,86,101,165,221,233,318,374,235,270,348,361,364,406,379,389,412,458,662,0.175,0.744,268507,0.798,0.00367,-5.981,0.0364,0.89
135,Fragile,Sting,5oE6INocVL9viDow5y8QNM,1988,136,249,99,118,99,105,98,90,115,98,117,110,111,78,74,86,95,102,110,155,0.912,0.323,236307,0.198,0.0698,-21.035,0.0354,0.289
136,Zelfs Je Naam Is Mooi,Henk Westbroek,5RWOzvrzPQnt5Ybqxgddrc,1998,137,129,210,171,97,144,122,96,124,113,190,141,232,260,320,340,380,514,526,659,0.384,0.564,269707,0.46,0.00032,-7.328,0.0244,0.447
137,Happy New Year,ABBA,2DSqvl6QNkI9h4wkEEywCp,1980,138,382,349,503,426,320,417,402,225,330,552,552,619,643,815,771,911,851,894,892,0.829,0.508,264560,0.393,0.0,-8.706,0.0287,0.277
138,Kiss From A Rose,Seal,3YKptz29AsOlm7WAVnztBh,1994,139,262,389,227,222,270,384,337,465,329,376,344,332,396,329,299,280,307,320,440,0.684,0.583,288427,0.532,0.0,-7.11,0.0309,0.223
139,Barcelona,Freddie Mercury & Montserrat Caballé,3BdId1EhcMX7yAzwzQJLAD,1987,140,134,189,160,186,251,201,180,181,175,241,147,162,105,200,249,296,302,211,143,0.737,0.176,266587,0.455,0.000524,-8.6,0.0358,0.129
140,Proud Mary,Ike & Tina Turner,4ppxp8rJB8eOhM9TFm6dK2,1971,141,132,168,144,136,114,139,139,223,138,205,193,182,225,224,202,268,277,250,180,0.686,0.599,297613,0.46,3.65e-05,-10.729,0.152,0.715
141,How You Gonna See Me Now,Alice Cooper,0spN4UlSI0X6YSYCWpSzgz,1979,142,136,91,128,168,132,166,289,170,163,414,248,368,711,626,603,807,708,654,789,0.458,0.544,235973,0.336,3.48e-06,-14.413,0.038,0.298
142,Do They Know It's Christmas,Band Aid,0247StOpd3AkeBQzANX4Zf,1984,143,137,277,298,612,203,709,815,934,563,992,985,1203,1262,1225,673,908,1149,1192,1329,0.164,0.599,222533,0.642,3.33e-05,-6.936,0.0363,0.349
143,Hurricane,Bob Dylan,1lqMLr9Wj7SM2F9AikGcxN,1975,144,56,56,66,83,60,66,70,55,61,58,58,70,95,73,115,127,100,133,160,0.0409,0.509,512733,0.827,0.0,-7.715,0.079,0.743
144,Du,Peter Maffay,6fFshpRdAV1MHSpzXP3Yyk,1971,145,170,223,210,133,206,221,136,173,153,147,160,180,234,268,278,332,303,266,326,0.15,0.493,298093,0.453,0.00435,-11.99,0.0265,0.461
145,White Rabbit,Jefferson Airplane,4vpeKl0vMGdAXpZiQB2Dtd,1970,146,104,175,155,125,155,178,199,265,172,235,287,272,284,223,239,291,301,281,318,0.486,0.551,150640,0.293,0.000273,-12.503,0.0272,0.322
146,Vienna,Ultravox,3cbLm923IeoVDOMEPOfosc,1981,147,106,136,138,152,220,272,290,387,242,220,264,349,378,359,310,366,315,322,397,0.16,0.583,278227,0.614,0.234,-10.312,0.0643,0.456
147,I Want You,Elvis Costello,1VN8ew9KECPqYS3sVbnZRr,1986,148,200,289,140,161,154,160,181,239,168,285,220,297,352,302,297,406,434,465,564,0.354,0.5,401293,0.127,0.0,-17.747,0.0753,0.205
148,Margherita,Marco Borsato,1pJmdIiTYfGtYRKXCnM5S5,1996,149,156,152,147,142,98,131,105,160,128,129,187,175,226,289,354,228,374,471,420,0.516,0.541,250067,0.251,5.11e-05,-11.655,0.0354,0.142
149,Forever Young,Alphaville,4S1VYqwfkLit9mKVY3MXoo,1984,150,100,70,69,68,102,97,131,95,96,187,149,195,266,253,281,284,280,235,298,0.42,0.489,226706,0.483,0.0028,-9.466,0.0275,0.333
150,Kronenburg Park,Frank Boeijen,5l0mUA4hwewx7cj8KzBGGE,1985,151,93,133,139,119,145,132,130,162,134,159,170,230,247,230,274,289,308,237,225,0.445,0.499,243733,0.546,0.0,-12.549,0.0341,0.448
151,The Logical Song,Supertramp,6mHOcVtsHLMuesJkswc0GZ,1979,152,154,198,158,252,288,342,366,422,317,453,474,421,452,319,403,363,395,354,356,0.512,0.625,251253,0.758,0.00022,-6.213,0.0463,0.695
152,California Dreamin',The Mamas & The Papas,4s6LhHAV5SEsOV0lC2tjvJ,1966,153,135,296,164,123,128,185,168,270,159,155,146,167,183,250,237,247,255,262,302,0.352,0.552,162373,0.608,0.0,-9.786,0.0345,0.637
153,Englishman In New York,Sting,4KFM3A5QF2IMcc6nHsu3Wp,1988,154,280,272,234,219,252,322,249,332,256,331,262,260,230,194,317,242,242,240,196,0.396,0.674,267267,0.347,1.05e-05,-17.707,0.0364,0.647
154,Twilight Zone,Golden Earring,1miXjv3X34Q9w7wDZoBnDz,1982,155,118,117,141,174,160,171,178,240,167,289,277,259,341,305,365,371,324,306,358,0.00785,0.656,478107,0.756,3.49e-05,-6.516,0.0399,0.542
155,In A Gadda Da Vida,Iron Butterfly,41TqRBgF4Ahyr4vGmZVk8b,1970,156,148,333,291,148,268,307,331,372,272,387,398,500,461,558,541,638,787,772,1206,0.00291,0.472,173987,0.526,0.000173,-9.505,0.0309,0.771
156,Conquest Of Paradise,Vangelis,5avVpUakfMHD6qGpaH26CF,1995,157,231,251,248,190,280,356,326,366,290,357,372,313,316,396,304,362,482,497,614,0.698,0.43,278200,0.295,0.569,-14.255,0.0283,0.159
157,Tell Him,Celine Dion & Barbra Streisand,4XUVRFFW88NsqOvhUbQnJH,1997,158,303,273,323,506,385,375,437,477,414,748,659,856,1436,1606,1463,1659,0,1354,1481,0.756,0.344,290533,0.403,0.0,-9.479,0.0422,0.072
158,Tubular Bells,Mike Oldfield,0H8KWr5Z44U1HzrrKeNmNP,1974,159,178,211,257,316,302,291,291,536,332,335,336,299,346,366,416,513,680,575,747,0.928,0.234,615147,0.126,0.875,-19.545,0.0361,0.0864
159,Don't Dream It's Over,Crowded House,56GbZVwxMdf1DENCluYS8A,1987,160,220,356,332,474,436,574,655,724,555,766,757,786,1053,793,1004,1046,726,681,783,0.00939,0.451,238173,0.752,0.000202,-6.993,0.0412,0.358
160,I Want To Know What Love Is,Foreigner,1JLn8RhQzHz3qDqsChcmBl,1984,161,221,151,200,283,173,301,285,461,271,372,374,423,591,624,471,524,394,300,403,0.193,0.477,304787,0.471,1.76e-06,-10.036,0.0277,0.423
161,Aan De Kust,Bløf,7mvxl7tRdYZsJ9jxgIJrVa,1998,162,57,64,121,91,95,111,123,104,100,176,173,239,155,255,319,320,311,314,384,0.549,0.585,213040,0.529,0.0,-7.551,0.0465,0.328
162,Fantasy,"Earth, Wind & Fire",0Eq4BMgsdV6DkLSJfX8eBt,1978,163,180,201,230,305,279,317,355,355,304,286,205,327,326,347,381,358,366,370,479,0.291,0.666,226213,0.714,0.0212,-9.448,0.0617,0.69
163,Worn Down Piano,Mark & Clark Band,2tfF0ihNIYnh64wJoLhtZZ,1977,164,78,66,59,72,81,64,73,83,72,95,80,127,107,125,112,136,216,275,289,0.0963,0.367,488067,0.712,0.0159,-9.942,0.0614,0.322
164,The Boxer,Simon & Garfunkel,76TZCvJ8GitQ2FA1q5dKu0,1969,165,212,178,174,221,197,200,193,307,205,180,166,141,120,123,144,162,134,140,154,0.702,0.439,308520,0.488,0.000339,-14.464,0.0615,0.629
165,Jimmy,Boudewijn De Groot,10qcJkRx2MVqnAVKtBquS6,1973,166,167,138,116,141,168,163,218,260,179,375,449,506,543,541,724,696,618,721,675,0.247,0.694,236827,0.721,0.00012,-10.999,0.0301,0.819
166,Roll Over Lay Down (Live),Status Quo,1QbTI29tkDNK7vYFS6BeYC,1975,167,160,89,136,172,226,150,220,328,196,295,330,372,492,442,438,599,561,581,686,0.000737,0.342,340667,0.69,0.00138,-8.771,0.04,0.206
167,The Fool On The Hill,Beatles,6rHh8urosEFRI67xVa6fzU,1967,168,190,294,137,199,209,196,203,189,183,256,221,291,389,510,487,550,798,715,730,0.913,0.356,179107,0.26,2.1e-06,-10.577,0.0314,0.49
168,Like A Rollin' Stone,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,1965,169,88,195,215,200,110,133,138,100,125,149,174,174,253,233,261,279,345,385,598,0.729,0.483,369600,0.721,0.0,-6.836,0.032,0.562
169,Walk Of Life,Dire Straits,3Ud6fFep5ZlXzRWw6Sm8no,1985,170,213,147,173,164,178,207,210,244,192,329,315,341,309,306,355,353,320,328,265,0.405,0.462,249960,0.918,0.00033,-8.507,0.0959,0.802
170,Don't Give Up,Peter Gabriel & Kate Bush,2t77hjgJY4sC9DoX5uaVUD,1986,171,162,183,172,213,193,155,194,238,184,255,219,279,237,238,190,254,309,302,295,0.831,0.671,394827,0.283,0.000818,-14.198,0.0508,0.331
171,Graceland,Paul Simon,51KKQAgYFoJHgVIuJWHdHb,1987,172,205,170,187,225,238,193,223,286,217,218,180,200,161,185,207,216,175,213,279,0.626,0.732,291200,0.705,0.00068,-9.271,0.0349,0.848
172,Billie Jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,1983,173,422,310,313,315,222,239,260,370,266,27,64,96,83,132,128,126,123,113,82,0.0236,0.92,293827,0.654,0.0158,-3.051,0.0401,0.847
173,Eagle,ABBA,69OmpIXN0WPreDYxoFwlYC,1978,174,114,90,94,89,129,100,135,89,104,162,165,194,208,282,243,348,375,299,385,0.216,0.481,350827,0.763,9.75e-06,-6.698,0.0263,0.554
174,A Horse With No Name,America,54eZmuggBFJbV7k248bTTt,1972,175,245,141,96,109,135,119,155,113,126,199,184,244,223,297,334,385,328,347,347,0.686,0.654,252240,0.506,0.0155,-17.18,0.0535,0.831
175,The Last Resort,Eagles,0MrZG1nTNQVzeSJKi6gFVF,1976,176,101,59,48,29,48,30,35,26,30,38,39,64,66,60,55,78,108,104,139,0.474,0.549,444912,0.28,0.0612,-10.692,0.0311,0.299
176,Voor Haar,Frans Halsema,5qKdMteVok1Rog4vIKz75q,1977,177,141,123,127,110,100,50,56,36,53,69,57,98,109,88,110,115,151,132,179,0.849,0.344,172427,0.22,0.0696,-16.309,0.0323,0.332
177,Wereld Zonder Jou,Marco Borsato & Trijntje Oosterhuis,1f4VAmKMduljFaWtRGGweZ,1997,178,230,206,342,343,182,235,342,579,311,443,793,1099,1410,1023,1454,1517,0,0,1132,0.513,0.571,235933,0.363,0.0,-10.348,0.0291,0.0882
178,Killer Queen,Queen,4cIPLtg1avt2Jm3ne9S1zy,1974,179,146,173,154,155,185,230,257,512,250,257,333,248,261,288,306,316,319,310,88,0.391,0.535,179600,0.651,0.0,-6.326,0.0544,0.612
179,You,Ten Sharp,6lbme14HiDWYmGiw1I2Dv6,1991,180,331,320,276,229,364,422,447,493,390,485,519,589,809,767,732,717,694,724,955,0.426,0.405,272984,0.901,0.0185,-7.905,0.0315,0.666
180,Jump,Van Halen,7N3PAbqfTjSEU1edb2tY8j,1984,181,111,194,246,255,348,370,375,500,349,519,555,542,449,483,459,571,636,565,650,0.171,0.572,241600,0.835,0.000376,-6.219,0.0317,0.796
181,The Lady In Red,Chris de Burgh,1GeNWyZtCHbcp3ZWp8GTOO,1986,182,268,290,208,177,169,156,148,134,144,297,305,395,575,532,601,714,753,849,976,0.332,0.548,256173,0.294,3.34e-06,-17.112,0.0333,0.491
182,What A Wonderful World,Louis Armstrong,1qCQTy0fTXerET4x8VHyr9,1968,183,473,658,574,433,345,371,281,399,350,476,464,464,423,343,410,369,525,527,531,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
183,Maid Of Orleans,Orchestral Manoeuvres In The Dark,5WeMMlylGCVGc0ChHSysJA,1982,184,165,243,245,348,451,428,487,704,453,405,573,551,481,432,384,405,460,488,582,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
184,Me And Bobby McGee,Janis Joplin,1IqFh00G2kvvMm8pRMpehA,1971,185,181,191,181,196,179,172,162,200,165,182,152,215,267,285,265,266,269,272,246,0.302,0.453,271333,0.464,5.96e-05,-10.96,0.0431,0.658
185,Unchained Melody,Righteous Brothers,2qhASBzpbFhPRtrnZ5lLnz,1965,186,377,239,247,163,354,378,328,435,319,406,505,540,655,613,612,770,827,871,944,0.396,0.339,218013,0.208,0.000519,-16.725,0.0308,0.288
186,"Take Me Home, Country Roads",John Denver,39q7xibBdRboeMKUbZEB6g,1971,187,357,115,418,449,489,360,457,441,408,599,501,547,622,591,641,572,541,500,192,0.546,0.255,197813,0.43,1.87e-05,-12.564,0.0322,0.546
187,She's Not There,Santana,44JITu0xanJn3TLMQZJw0G,1978,188,251,235,219,385,370,315,237,473,321,202,206,334,335,312,270,315,459,324,488,0.403,0.477,249027,0.697,0.262,-7.878,0.0387,0.832
188,Liefs Uit Londen,Bløf,0KCcRzDsTMAbivhwGzdFZx,1998,189,81,55,57,62,55,63,83,75,65,131,129,151,200,228,283,223,298,351,382,0.805,0.436,238893,0.133,0.000284,-18.596,0.0357,0.134
189,1999,Prince,2H7PHVdQ3mXqEHXcvclTB0,1982,190,562,789,1008,791,1008,1504,1367,1540,1207,1527,1025,1136,823,1042,1215,1257,404,651,710,0.137,0.866,379267,0.73,0.0,-8.201,0.0767,0.625
190,Oude Maasweg,Amazing Stroopwafels,0rY0wiJbmpy42X0EUtgkd6,1982,191,112,46,44,49,69,26,38,16,29,66,49,81,103,108,125,149,146,153,217,0.698,0.751,205520,0.259,0.00029,-15.428,0.0409,0.131
191,Denis,Blondie,2r9wqqaPMXq6goFO396cfq,1978,192,122,193,213,268,164,223,343,406,258,363,301,431,541,700,778,857,707,661,810,0.000376,0.529,139413,0.771,0.00508,-6.726,0.0462,0.863
192,Desperado,Eagles,2TjnCxxQRYn56Ye8gkUKiW,1973,193,209,163,86,106,137,115,108,93,106,75,96,100,127,119,114,137,103,106,159,0.946,0.228,213713,0.224,0.000222,-12.749,0.0311,0.18
193,Need Your Love So Bad,Fleetwood Mac,6J1NKcC7xlbz5yrATZZ1X0,1968,194,393,244,207,266,230,213,255,400,257,309,283,402,607,427,451,544,657,628,770,0.131,0.355,233360,0.183,0.0,-18.867,0.0302,0.251
194,Perfect Day,Lou Reed,4TOMI010Sd4ZAX4aZ5TS85,1972,195,0,271,231,129,80,109,103,121,115,125,111,119,160,34,92,110,121,118,134,0.744,0.4,225000,0.267,0.00734,-12.488,0.0323,0.0872
195,Private Dancer,Tina Turner,5JjdJK0uGRUk4skRTuQdUZ,1984,196,355,475,371,322,340,319,394,533,384,473,479,516,881,701,739,840,811,932,615,0.363,0.587,434373,0.572,0.0871,-9.656,0.0413,0.471
196,Geen Kind Meer,Karin Bloemen,4ZMBna8ky5JR1gocyYCiML,1996,197,413,268,254,263,295,197,161,152,177,209,201,316,392,395,388,476,767,856,1258,0.946,0.498,263467,0.172,0.0271,-15.678,0.033,0.248
197,You Can't Always Get What You Want,Rolling Stones,6lFZbCc7pn6Lme1NP7qQqQ,1969,198,293,266,46,169,199,203,207,288,186,231,229,238,325,196,179,234,240,215,268,0.64,0.32,448720,0.62,6.36e-05,-9.686,0.0594,0.472
198,Russians,Sting,0MBYW7CcBJmsY3HTP05VQg,1985,199,302,334,309,337,356,519,621,733,504,625,607,576,600,517,652,613,730,822,904,0.458,0.437,238267,0.282,0.0,-17.567,0.035,0.198
199,Smoke On The Water,Deep Purple,5MMnwYs0hIxkENRsbkWJ2G,1973,200,110,109,77,67,72,90,89,116,87,64,82,89,104,118,105,148,130,131,119,0.13,0.598,340742,0.676,0.225,-9.211,0.0279,0.805
200,Gimme All Your Lovin',ZZ Top,4ZyIXabL4Sp97BZfQgqwFB,1984,201,174,118,170,124,196,192,239,242,187,321,341,355,624,519,417,549,511,553,898,0.0505,0.655,239987,0.785,0.0168,-6.962,0.0302,0.706
201,Sloop John B,Beach Boys,13KDAITTWOwWlETHkAYl3x,1966,202,227,174,240,240,262,281,301,180,227,299,318,445,716,770,721,831,1236,1326,1350,0.21,0.611,180733,0.662,0.0,-8.143,0.0276,0.948
202,Morning Has Broken,Cat Stevens,3BqqF8suAIzW8655yJfcvh,1972,203,168,131,78,88,76,104,118,97,94,124,115,165,291,313,276,310,291,295,640,0.622,0.424,200000,0.321,0.0196,-13.162,0.0312,0.405
203,Als Ze Er Niet Is,De Dijk,1IQLFJXaUNVkFI4QzMmrxe,1994,204,193,218,149,92,134,125,99,126,119,152,139,150,193,206,217,241,267,297,353,0.239,0.377,211267,0.486,0.000712,-11.776,0.0617,0.217
204,Albatross,Fleetwood Mac,3iZ5twPwvFeOUQA4Deu8tP,1969,205,199,127,191,223,211,242,212,321,223,240,265,384,361,382,424,486,581,551,705,0.804,0.468,190107,0.105,0.874,-16.289,0.0327,0.25
205,Mull Of Kintyre,Paul McCartney & Wings,24RwOcKkC0hdiN1j3zjN1E,1977,206,238,107,321,393,353,414,401,572,399,371,401,558,987,931,987,895,1224,1295,1289,0.000311,0.318,286347,0.363,0.0,-11.248,0.0264,0.418
206,Moonlight Shadow,Mike Oldfield ft. Maggie Reilly,4WpmwEdc4RBos8W8icSSxW,1983,207,276,139,318,373,428,444,442,660,431,604,539,652,680,657,819,846,1068,1122,1024,0.291,0.611,218187,0.72,0.0,-8.359,0.0259,0.8
207,Give Up Your Guns,Buoys,5kVFPD9CCQdFjd4cnTtHYB,1972,208,254,299,250,271,355,430,570,587,427,709,694,835,865,809,1040,1092,1267,1193,1607,0.48,0.417,254375,0.502,0.00432,-12.621,0.0282,0.66
208,Whole Lotta Love ,Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,1969,209,120,185,132,93,124,158,192,211,151,93,136,135,91,86,96,125,124,130,141,0.0484,0.412,333893,0.902,0.131,-11.6,0.405,0.422
209,Love Hurts,Nazareth,5g1rzUEyVFNr2i4ifEjlVN,1974,210,372,373,395,425,426,535,475,443,436,611,557,531,718,554,499,603,653,562,741,0.00693,0.442,232120,0.491,0.00491,-6.598,0.0246,0.125
210,My Generation,Who,4u9f8hqstB7iITDJNzKhQx,1965,211,385,344,377,339,445,512,589,627,497,396,448,482,444,475,635,695,886,1000,1564,0.308,0.412,198707,0.782,0.00822,-9.186,0.058,0.705
211,Think (Blues Brothers Version),Aretha Franklin,6kie23fo40j9gBNWGWg5Dc,1968,212,273,308,305,301,241,339,384,259,288,583,314,374,459,631,681,841,910,952,459,0.495,0.653,195307,0.836,0.000232,-5.594,0.188,0.713
212,All You Need Is Love,Beatles,68BTFws92cRztMS1oQ7Ewj,1967,213,332,492,608,545,377,249,476,379,392,560,596,688,0,1459,1159,698,822,1205,1153,0.346,0.4,230387,0.48,3.1e-05,-7.768,0.0295,0.653
213,Massachusetts,Bee Gees,3o7k5Mcdi0PFAXICTqjxra,1967,214,233,171,295,227,253,259,287,230,243,425,349,468,802,870,785,1070,863,977,1195,0.00221,0.483,146907,0.573,3.14e-05,-7.951,0.0286,0.506
214,More Than A Feeling,Boston,1QEEqeFIZktqIpPI4jSVSF,1977,215,96,111,109,150,156,169,234,219,171,279,307,231,252,242,272,250,228,227,313,0.000894,0.377,285133,0.682,0.00217,-8.039,0.0299,0.288
215,Layla ,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,1971,216,440,623,465,332,508,543,623,593,526,491,612,677,558,515,633,771,919,833,599,0.577,0.404,423840,0.902,0.297,-3.88,0.0665,0.497
216,Zeg Me Dat Het Niet Zo Is,Frank Boeijen,5SO1xQrOt9JfiLsNmp2Ha8,1990,217,0,301,287,192,246,229,200,205,208,236,284,344,255,256,134,129,172,220,233,0.851,0.349,161093,0.134,1.24e-05,-14.075,0.0367,0.288
217,White Christmas,Bing Crosby,4so0Wek9Ig1p6CRCHuINwW,1954,218,712,1732,1480,1402,1476,1579,1927,1701,1612,0,0,0,0,0,0,0,0,0,0,0.673,0.317,177480,0.158,0.353,-16.485,0.0381,0.247
218,Vincent,Don McLean,0VNzEY1G4GLqcNx5qaaTl6,1972,219,202,225,273,241,162,304,266,285,240,395,297,350,502,512,435,538,611,585,414,0.908,0.419,243493,0.085,5.33e-06,-19.387,0.0362,0.458
219,Like A Prayer,Madonna,1z3ugFmUKoCzGsI6jdY4Ci,1989,220,341,409,386,450,553,580,804,1082,656,942,949,943,932,929,887,729,804,784,728,0.264,0.624,342680,0.842,2.11e-05,-5.285,0.0376,0.257
220,Radio Ga Ga,Queen,1nQRg9q9uwALGzouOX5OyQ,1984,221,164,287,203,208,213,241,317,449,274,327,387,312,395,338,418,475,489,463,138,0.183,0.744,348227,0.502,0.000228,-7.719,0.0359,0.66
221,Wind Of Change,Scorpions,3ovjw5HZZv43SxTwApooCM,1991,222,0,232,177,140,236,293,315,421,265,312,291,250,283,260,232,225,250,243,294,0.315,0.452,312360,0.524,0.0,-10.108,0.0351,0.246
222,Born To Run,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,1975,223,210,105,90,120,131,189,206,149,145,128,144,179,179,135,173,173,141,180,215,0.00501,0.27,269920,0.944,2.05e-05,-4.199,0.0975,0.606
223,One Way Wind,Cats,2TUGqSnkaIQylLanv1UWBr,1971,224,198,300,328,282,327,280,217,204,233,298,311,411,596,668,540,691,741,684,760,0.0388,0.645,220893,0.653,0.00229,-9.576,0.0249,0.723
224,Through The Barricades,Spandau Ballet,5ALQSecfsZLsWip5CZK9aN,1986,225,291,221,290,371,439,522,548,635,486,578,541,620,844,709,538,583,689,590,755,0.303,0.485,359769,0.278,0.00011,-14.06,0.0307,0.166
225,Have I Told You Lately,Van Morrison,1VsGYaCBFjCVudtX9IGqDg,1989,226,297,154,134,105,130,108,110,77,99,110,123,143,248,245,267,326,381,431,535,0.278,0.344,260387,0.477,0.0128,-10.266,0.0338,0.182
226,Musica E,Eros Ramazzotti,0iBOLnepgpMhH4NinExjCn,1989,227,467,383,333,384,319,277,307,330,310,354,355,400,442,415,561,559,761,747,891,0.449,0.496,584573,0.359,6.38e-05,-8.834,0.0356,0.13
