,Unnamed: 0,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,speechiness,valence,tempo,liveness,genre
646,646,Take My Breath Away,Berlin,15MJ5NThPjj6xhPcts8MiY,1986,647,734,646,760,1198,1038,1660,1592,1479,1328,0,0,0,1904,1986,1787,1945,0,1827,1930,0.0613,0.49700000000000005,255733,0.7190000000000001,0.0,-9.397,0.0266,0.547,95.76899999999999,0.41100000000000003,0
647,647,I Won't Let You Down,PHD,4Puh2M4qWDAY5qYMdIYic1,1981,648,830,645,728,649,523,1041,1029,1038,831,1106,1237,1174,1444,1220,1486,1247,1311,1456,1458,0.49200000000000005,0.643,229440,0.35100000000000003,0.000106,-14.341,0.0266,0.588,106.022,0.128,0
648,648,Material Girl,Madonna,22sLuJYcvZOSoLLRYev1s5,1985,649,0,0,1856,0,1895,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33299999999999996,0.742,240280,0.883,7.51e-06,-3.4189999999999996,0.0329,0.978,136.506,0.0964,"['dance pop', 'pop']"
649,649,Hopelessly Devoted To You,Olivia Newton-John,5BUq9bdtsm3LWw5laJeJ4R,1978,650,751,932,1399,1576,1221,1302,1342,1865,1416,1801,1881,1812,0,0,0,0,0,0,0,0.292,0.59,185360,0.33799999999999997,0.0131,-13.100999999999999,0.03,0.322,110.581,0.121,0
650,650,All Right Now,Free,1gcESexgftSuLuML57Y69q,1970,651,778,1141,837,765,1024,1017,1439,1281,1129,1364,1201,1625,1248,1406,1651,0,0,0,0,0.221,0.787,330643,0.47200000000000003,0.000336,-12.824000000000002,0.0832,0.8240000000000001,120.059,0.153,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'classic uk pop', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock']"
651,651,From A Distance,Bette Midler,48eiLW57CqSmCYNZRM2J8M,1991,652,773,834,1063,847,756,721,1086,928,869,1650,1395,1813,0,0,0,0,0,0,0,0.674,0.536,276346,0.242,0.0,-11.716,0.0277,0.331,137.989,0.331,"['adult standards', 'folk', 'mellow gold', 'new wave pop', 'soft rock']"
652,652,Song Sung Blue,Neil Diamond,4FZ8wtTaOAbYvyChBt4GEQ,1972,653,895,520,1112,1169,1216,1226,886,1047,1006,1152,1212,1436,1706,1547,1434,1709,1715,1793,1861,0.467,0.556,195160,0.327,1.32e-05,-15.612,0.0311,0.327,108.913,0.318,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
653,653,So Long Marianne,Leonard Cohen,14CsqOaDkOkrZ49UJLtuOJ,1968,654,894,842,547,473,551,555,474,468,495,265,368,484,471,509,542,713,177,552,716,0.701,0.5429999999999999,340560,0.395,4.24e-05,-11.395999999999999,0.0267,0.231,94.87200000000001,0.0961,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
654,654,Something,Beatles,0pNeVovbiZHkulpGeOx1Gj,1969,655,803,732,621,451,627,320,417,451,430,510,487,512,603,446,519,555,781,788,962,0.198,0.396,182293,0.33799999999999997,2.62e-06,-10.872,0.0304,0.377,133.52200000000002,0.138,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
655,655,Can't Stay Away From You,Gloria Estefan,3RVFcKmgDFuYeYIdxBXK8K,1988,656,1017,1670,1995,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5710000000000001,0.5770000000000001,238293,0.295,7.859999999999999e-05,-15.424000000000001,0.0454,0.586,155.467,0.0695,"['dance pop', 'latin', 'latin pop', 'new wave pop', 'pop', 'soft rock']"
656,656,Don't Leave Me This Way,Communards & Sarah Jane Morris,0ire4j2mcGovF5JA1D2cTp,1986,657,853,951,845,1270,1988,1345,1650,1789,1535,1804,1828,1917,1894,1503,1291,1467,1366,1340,1703,0.135,0.64,271067,0.9259999999999999,2.04e-06,-5.597,0.0322,0.9009999999999999,131.997,0.134,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
657,657,Sex Machine,James Brown,6hpmTwgNCz81H2bFEREx29,1970,658,1118,1068,892,661,798,1090,1077,982,934,876,852,985,1001,1081,952,1163,1150,1299,1655,0.273,0.833,318800,0.6609999999999999,0.000149,-7.595,0.10099999999999999,0.858,108.314,0.294,"['funk', 'motown', 'soul']"
658,658,China Girl,David Bowie,7Dy1LOaEeuYOEe5k17T3Rh,1983,659,564,580,633,734,888,962,1079,1100,930,901,786,956,968,896,780,871,379,614,752,0.0155,0.6459999999999999,257000,0.633,0.0282,-10.09,0.0274,0.8740000000000001,134.357,0.107,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
659,659,Oxygene IV,Jean Michel Jarre,0Tt2jli0yAD1MKSTb5MvS2,1977,660,596,469,815,1028,771,982,1032,969,916,1354,1107,1164,1004,1046,1048,1198,1423,1460,1497,0.0234,0.43200000000000005,246893,0.755,0.595,-8.457,0.0367,0.6559999999999999,188.929,0.551,"['laboratorio', 'new age', 'new romantic', 'vintage french electronic']"
660,660,Sound Of The Screaming Day,Golden Earrings,2UlCFQZgZckWXwH1V1RcjL,1967,661,896,1075,799,1175,1087,897,981,1425,1079,1057,1024,1160,1766,1371,1513,1737,1695,1964,0,0.0101,0.522,170400,0.5539999999999999,0.0,-10.166,0.0304,0.605,137.817,0.129,"['album rock', 'classic rock', 'dutch pop', 'dutch prog', 'dutch rock', 'hard rock', 'nederpop', 'rock']"
661,661,Les Lacs Du Connemara,Michel Sardou,3vHswuqTNO0hIiW6am0tKB,1982,662,0,781,869,1140,797,691,633,916,766,1014,918,1154,1048,1004,1213,1215,1459,1443,1489,0.57,0.303,363533,0.59,0.0,-10.372,0.0483,0.396,112.29700000000001,0.628,"['chanson', 'french pop']"
662,662,Jessie,Joshua Kadison,4n8iSiSWRdaSeSpJMbdk9O,1994,663,796,1266,1222,752,1247,1355,1605,1557,1327,0,1999,1660,1635,1662,1901,1930,0,0,0,0.426,0.648,319027,0.46399999999999997,4.93e-06,-11.592,0.0287,0.512,142.924,0.262,0
663,663,Memories,Earth & Fire,2GrDZ5VOmTgRby61g1QHAj,1972,664,788,362,688,724,793,834,825,1285,841,975,862,971,1068,1268,1209,1345,1488,1430,1487,0.49200000000000005,0.33,199933,0.757,0.0266,-7.813,0.0477,0.34700000000000003,131.347,0.34,"['classic uk pop', 'dutch prog', 'dutch rock', 'nederpop']"
664,664,Maggie May,Rod Stewart,6rovOdp3HgK1DeAMYDzoA7,1971,665,850,696,722,747,863,855,863,1058,850,777,792,952,1028,1101,1133,1164,1240,1235,1417,0.5589999999999999,0.605,350267,0.574,0.113,-10.536,0.0377,0.5429999999999999,129.44899999999998,0.0684,"['mellow gold', 'soft rock']"
665,665,My Special Prayer,Percy Sledge,4c7nlEgK2uiM3ofjaRD51x,1969,666,1184,1724,1294,1147,924,795,976,1071,987,1334,1270,1370,1548,1780,1852,1721,0,0,0,0.713,0.5579999999999999,185493,0.41200000000000003,6.12e-05,-9.29,0.0233,0.639,97.363,0.129,"['brill building pop', 'soul', 'southern soul']"
666,666,Runaway,Del Shannon,45Szkclj1lt4ubm7RFK68t,1961,667,731,1206,1368,1003,1566,1466,1640,956,1252,0,0,0,0,0,0,0,0,0,0,0.153,0.594,137307,0.5329999999999999,1.49e-05,-7.992999999999999,0.0438,0.7290000000000001,78.55199999999999,0.172,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
667,667,Please Don't Tease,Cliff Richard,0fgdk1043aGX737lH94nzX,1960,668,0,1248,1973,1579,1751,1879,0,1760,1927,0,0,0,0,0,0,0,0,0,0,0.46299999999999997,0.615,177893,0.624,0.0,-6.43,0.0287,0.929,144.938,0.359,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'mellow gold', 'rock-and-roll', 'soft rock']"
668,668,Get Here,Oleta Adams,5QuBsgbjQHpwfiV7aIwvQV,1990,669,1552,1175,1256,1037,1312,1564,1466,1872,1464,1983,1794,1365,1673,1545,1730,0,0,0,0,0.75,0.478,274693,0.221,0.0,-16.046,0.0332,0.247,107.225,0.131,['quiet storm']
669,669,Have You Ever Really Loved A Woman,Bryan Adams,32Gf5A7Hr8RdgggXG0Fdks,1995,670,0,848,1090,1104,842,925,948,758,866,1410,1413,1804,0,0,0,0,0,0,0,0.536,0.57,291667,0.478,1.3300000000000001e-05,-10.185,0.0322,0.358,145.517,0.0931,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']"
670,670,Live And Let Die,Paul McCartney & Wings,2cHbN7OosXb4pA20G9Jcyg,1973,671,1506,1044,1264,946,1041,1530,1398,1617,1333,1084,1205,1234,1336,1532,1768,679,1191,1333,1218,0.22899999999999998,0.38799999999999996,191493,0.41,0.00027,-13.285,0.0565,0.223,154.24,0.221,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
671,671,Golden Years,David Bowie,4JRem7xHp2l0kmUvt9zCKu,1976,672,1259,1051,838,914,1100,1137,1362,1566,1225,1134,1173,1262,1197,1199,1250,1250,576,1024,1072,0.316,0.68,243280,0.701,4.72e-06,-10.36,0.036000000000000004,0.9329999999999999,108.287,0.111,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
672,672,Monday Monday,The Mamas & The Papas,3EFb1qDgIqf9MegIryKtDj,1966,673,824,927,857,910,728,830,628,803,727,680,937,838,1226,1291,1038,1404,1563,1669,1820,0.742,0.488,208293,0.46399999999999997,0.0,-9.496,0.0284,0.7090000000000001,109.853,0.57,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']"
673,673,Wild Rover,Dubliners,6K9cjIloubdwJxwxrDcETI,1964,674,0,794,788,575,749,614,663,786,676,1044,1068,1046,905,1008,1128,1224,1186,1314,1292,0.8270000000000001,0.295,249093,0.6779999999999999,0.0,-7.702000000000001,0.249,0.765,177.859,0.429,"['celtic', 'irish folk']"
674,674,The Life I Live,Q65,3IhHkd0OPXZc6hNLD4N8Ao,1966,675,429,460,590,372,536,633,532,804,571,488,679,568,784,967,824,1034,1124,1172,1332,0.106,0.607,199400,0.45299999999999996,0.000102,-11.852,0.04,0.757,130.952,0.28800000000000003,"['classic garage rock', 'dutch blues', 'dutch prog', 'freakbeat', 'nederpop']"
675,675,I've Got Dreams To Remember,Otis Redding,4Ym0HjYfgEaUgjI3WuDqMK,1968,676,991,843,880,762,633,524,693,688,648,707,507,505,659,536,643,844,951,1106,1052,0.495,0.389,195867,0.27699999999999997,0.0,-13.15,0.0279,0.402,141.75,0.138,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
676,676,I Want You To Want Me,Cheap Trick,1JkZg3eMQTmTn93E8Yd3UL,1979,677,572,738,903,813,703,940,832,814,778,1187,1193,1300,1225,1239,1068,1067,871,1001,1503,0.78,0.8059999999999999,191227,0.462,0.0134,-12.777999999999999,0.0298,0.736,92.726,0.15,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']"
677,677,You've Got A Friend,James Taylor,69l8nFPu0LWmnoJX7YSVYc,1971,678,1128,734,583,636,617,647,444,626,564,592,504,718,699,694,607,671,1010,930,1225,0.6809999999999999,0.695,268707,0.282,0.0267,-15.359000000000002,0.0295,0.445,91.681,0.0767,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
678,678,Love Is The Drug,Roxy Music,3wtMkvedoWMQ3XTKv7tqcZ,1976,679,638,756,667,1066,830,1188,1071,1348,1054,1122,1296,1363,1545,1325,1468,1748,1679,1710,1876,0.059000000000000004,0.838,251333,0.757,0.0119,-5.399,0.0927,0.602,124.65,0.0271,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']"
679,679,When I'm Sixty-Four,Beatles,1NrbnHlR2BFREcyWXHIHip,1967,680,934,1194,705,802,739,835,695,669,701,684,796,910,880,863,954,1391,1542,1771,1340,0.625,0.7040000000000001,157667,0.24100000000000002,2.8000000000000003e-05,-13.258,0.0476,0.6609999999999999,140.411,0.0868,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
680,680,Why Tell Me Why,Anita Meyer,06c2L1gFGjdtqIDZ9lleH5,1981,681,808,648,641,711,676,667,745,540,630,640,520,518,993,789,944,1016,783,756,666,0.23399999999999999,0.649,213773,0.77,0.0,-5.779,0.0591,0.382,112.344,0.5870000000000001,"['dutch pop', 'dutch rock', 'nederpop']"
681,681,Isn't She Lovely,Stevie Wonder,6RANU8AS5ICU5PEHh8BYtH,1976,682,0,1339,1043,1073,759,787,746,823,800,1954,926,819,841,914,1183,1314,1118,1300,917,0.182,0.48100000000000004,394267,0.826,0.00352,-6.974,0.0851,0.8190000000000001,118.679,0.324,"['funk', 'motown', 'quiet storm', 'soul']"
682,682,Je Veux De L'amour,Raymond Van Het Groenewoud,1jRIZvUWAojRlMVyxo57VW,1980,683,0,930,941,564,647,783,840,810,745,845,892,994,1573,1317,1436,1688,1928,1824,0,0.684,0.53,275773,0.389,0.0,-9.4,0.0718,0.272,120.831,0.289,"['belgian rock', 'classic belgian pop', 'kleinkunst']"
683,683,Lyin' Eyes,Eagles,5lQKRR3MdJLtAwNBiT8Cq0,1975,684,615,358,527,523,723,606,512,408,507,494,513,660,691,572,588,611,539,554,709,0.203,0.669,381999,0.6729999999999999,0.0271,-9.754,0.0248,0.867,132.68,0.16399999999999998,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
684,684,Suzanne,VOF de Kunst,57GXPeDoGPaWP9OJrF2WhE,1983,685,1121,921,1407,1275,1030,1143,1179,1197,1154,1771,1890,0,0,0,0,0,0,0,0,0.449,0.557,285293,0.638,0.0,-8.222999999999999,0.0342,0.54,91.7,0.0859,0
685,685,The Living Years,Mike & The Mechanics,4YBIuDWPsVy9pXLCUBORZN,1989,686,900,719,1096,936,997,865,943,1119,954,1074,1081,1279,1037,945,896,1033,1168,1200,1282,0.655,0.527,332333,0.429,0.0,-12.431,0.0321,0.27699999999999997,97.89299999999999,0.0865,"['album rock', 'art rock', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
686,686,Son Of A Preacher Man,Dusty Springfield,6ek9SiEj5a65WIs2EV7qiM,1968,687,733,680,735,659,460,689,666,544,593,655,511,665,839,822,1018,980,868,801,674,0.5379999999999999,0.40399999999999997,148053,0.43,0.0,-12.327,0.22399999999999998,0.6409999999999999,180.06099999999998,0.0802,"['adult standards', 'brill building pop', 'british invasion', 'classic uk pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soul', 'vocal jazz']"
687,687,Black Betty,Ram Jam,0MnI39P9Dze0PSUjetb8Va,1978,688,312,757,909,626,575,496,872,822,678,760,838,735,421,428,338,515,533,574,643,0.00108,0.486,235520,0.731,0.0011,-8.789,0.0924,0.831,117.022,0.162,0
688,688,Daniel,Elton John,1BvJmtaXsqtH438BcDPeBb,1973,689,975,913,990,1056,1014,1008,1105,1192,1076,1353,1207,1387,1606,1805,1890,0,1944,1802,1960,0.38,0.688,234667,0.47700000000000004,4.93e-05,-11.945,0.028999999999999998,0.897,132.071,0.0864,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
689,689,Isn't It Time,Babys,3pyoAvbBO4kDKkh999Miyj,1977,690,540,385,501,646,682,749,707,765,666,891,1019,1093,816,1420,1148,1287,1073,1033,1997,0.389,0.523,243920,0.93,0.000134,-6.994,0.10400000000000001,0.313,117.265,0.815,"['album rock', 'bubblegum pop', 'classic rock', 'hard rock', 'mellow gold', 'soft rock']"
690,690,The Six Teens,Sweet,46xrHRC88Cg7DquXDvafzw,1974,691,192,0,0,0,0,816,1149,1493,1542,1510,1562,1996,0,1997,0,0,0,0,0,0.00628,0.402,241427,0.8140000000000001,0.0,-5.5920000000000005,0.0529,0.5820000000000001,92.39,0.569,"['album rock', 'blues rock', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']"
691,691,The Sun Ain't Gonna Shine Anymore,The Walker Brothers,42TtgFndtWMIr0UqJl01HA,1966,692,937,676,886,1017,910,1095,1054,1066,1003,1017,1102,1121,1680,0,1751,0,1976,0,0,0.22399999999999998,0.381,194907,0.6829999999999999,1.52e-05,-6.795,0.0354,0.434,111.036,0.244,"['brill building pop', 'british invasion', 'folk rock', 'merseybeat', 'rock-and-roll']"
692,692,Foto Van Vroeger,Rob de Nijs,497j4rGR0uX6iV7tabYlxi,1980,693,404,312,327,324,438,452,279,340,336,529,418,523,756,667,698,812,926,835,1173,0.655,0.285,306893,0.46,0.0,-10.075,0.0311,0.187,170.87099999999998,0.937,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']"
693,693,Green Green Grass Of Home,Tom Jones,5BFWQXNGPYadZxNKxY1UfU,1966,694,0,780,895,956,809,794,659,781,749,1094,958,1159,1643,1331,1265,1358,1649,1816,1733,0.157,0.5429999999999999,184893,0.41,0.0,-13.253,0.0268,0.8170000000000001,95.363,0.0996,"['adult standards', 'british invasion', 'mellow gold']"
694,694,She's A Rainbow,Rolling Stones,61IBpJ6TymrEwd7bz3oPNp,1967,695,802,702,532,634,684,716,776,490,623,743,650,850,742,812,989,894,958,973,699,0.415,0.47200000000000003,251640,0.75,0.0206,-10.434000000000001,0.0371,0.529,109.251,0.369,"['album rock', 'british invasion', 'classic rock', 'rock']"
695,695,Sowing The Seeds Of Love,Tears For Fears,0PbAyLrJRDxckQBLQ2Addc,1989,696,765,662,746,822,1092,1391,1276,1442,1168,926,1000,1119,1129,1114,1058,1166,1223,1072,1343,0.0109,0.209,376733,0.795,5.629999999999999e-05,-7.2410000000000005,0.0443,0.682,171.975,0.355,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
696,696,The Thrill Is Gone,BB King,5dVIBFaIRDsY1YsgJ5mAIK,1969,697,0,450,524,753,442,377,595,497,511,857,583,380,468,491,463,271,343,423,672,0.498,0.731,214953,0.6890000000000001,0.00010800000000000001,-4.708,0.0735,0.657,90.91799999999999,0.0719,0
697,697,Don't Bring Me Down,Electric Light Orchestra,72ahyckBJfTigJCFCviVN7,1979,698,535,533,813,1127,979,927,1034,1293,1032,967,994,1002,1294,1180,1282,1274,1169,1070,1320,0.14400000000000002,0.638,243373,0.867,0.000733,-6.468999999999999,0.0331,0.805,115.69200000000001,0.0846,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
698,698,Yesterday Once More,Carpenters,3wM6RTAnF7IQpMFd7b9ZcL,1973,699,809,796,732,998,991,938,924,1156,960,1271,888,1278,1320,1665,1592,1577,1493,1677,0,0.672,0.254,233533,0.38,0.0,-13.806,0.0337,0.408,168.49599999999998,0.379,"['adult standards', 'mellow gold', 'soft rock']"
699,699,Alles Kan Een Mens Gelukkig Maken,Rene Froger,1bIipcxxtxXVGtV9NRLfWJ,1989,700,1021,1135,1706,1556,1555,1724,1532,1714,1588,0,1898,0,0,0,0,0,0,0,0,0.425,0.6,255347,0.747,6.12e-06,-8.568,0.0467,0.457,84.478,0.121,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']"
700,700,Somebody To Love,Jefferson Airplane,4uGIJG1jYFonGc4LGp5uQL,1970,701,619,945,902,815,836,1146,1013,1342,1015,1249,1399,1244,1138,1174,1293,1483,1512,1712,1420,0.408,0.504,174840,0.578,0.0,-9.302,0.031,0.654,132.411,0.321,"['acid rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']"
701,701,Eltse Grins Foarby,De Kast,44hCctxx8h2vwSj9f4955S,1997,702,0,363,635,1531,1545,1272,1345,1323,1273,1695,1157,1683,1616,1666,1895,0,0,0,0,0.268,0.494,321560,0.611,4.72e-05,-9.977,0.0328,0.457,130.001,0.155,"['dutch pop', 'dutch rock', 'nederpop', 'streektaal']"
702,702,Je Loog Tegen Mij,Drukwerk,53348QPO1Bhkd8oFABaGYK,1981,703,886,922,906,901,1106,1197,1457,1721,1285,0,1885,0,1811,1833,0,0,0,0,0,0.455,0.621,206360,0.35,0.0,-14.463,0.0312,0.6629999999999999,78.97,0.0862,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']"
703,703,Only Love Can Break Your Heart,Neil Young,4nRhbx8L4ifnMKaE5jSQGR,1970,704,0,1061,982,908,884,920,957,1137,968,0,1109,1404,1741,1194,1451,1686,0,0,0,0.6809999999999999,0.732,188600,0.239,1.16e-06,-12.203,0.037000000000000005,0.377,110.58,0.0972,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']"
704,704,Waarom Fluister Ik Je Naam Nog,Benny Neyman,0wtVwuQS2IEaCiJP7r0SMg,1985,705,0,537,729,907,481,546,634,384,531,553,542,791,1203,1536,1500,1525,0,1959,0,0.322,0.45899999999999996,227000,0.361,4.22e-06,-13.325,0.0263,0.37,94.236,0.2,"['carnaval limburg', 'classic belgian pop', 'levenslied', 'nederpop']"
705,705,Lady D'Arbanville,Cat Stevens,23s1W6sBBwRCwpGXSr14n4,1970,706,633,396,562,440,603,612,744,686,622,580,593,828,1017,1281,1284,1388,1476,1428,0,0.687,0.48700000000000004,234560,0.382,0.005229999999999999,-8.479,0.0347,0.502,93.264,0.105,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
706,706,Woman,John Lennon,0GGxVTb0UwDwdaKNjBdCn3,1981,707,908,667,872,725,930,892,898,1172,904,1276,988,1034,1350,1427,1586,1757,1918,1936,0,0.37799999999999995,0.588,212933,0.6559999999999999,0.00227,-6.372999999999999,0.0224,0.746,79.70100000000001,0.042,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']"
707,707,Can You Feel The Love Tonight,Elton John,0EANX0OVKSCcmarY50Xa4p,1994,708,1246,1466,1494,1224,1080,1615,1313,1395,1330,1702,1872,1526,1486,1461,1918,1465,1740,1730,1523,0.87,0.309,241013,0.18100000000000002,0.000279,-17.022000000000002,0.0337,0.146,124.711,0.11800000000000001,0
708,708,100 Years,Joey Dyser,3ZjdHk8l1Naje6v6ZbTcVJ,1975,709,852,904,1216,923,1204,1381,1396,1244,1218,1445,1564,1794,1044,1614,0,0,0,0,0,0.0661,0.642,187417,0.526,0.0,-10.918,0.0643,0.632,79.48100000000001,0.0601,0
709,709,Rhiannon (Will You Ever Win),Fleetwood Mac,4fbwTO3DJ2qryMddov9RbB,1976,710,579,614,556,617,722,889,990,1030,824,813,817,794,797,538,567,506,570,530,583,0.365,0.684,226773,0.638,0.0207,-9.025,0.0312,0.81,129.959,0.11900000000000001,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
710,710,I Wish,Stevie Wonder,687YZan9Gol1UVvbpUSO6Y,1977,711,829,1157,726,1135,807,1093,1119,1107,1022,841,876,785,740,786,946,1172,899,1071,1183,0.0816,0.821,252373,0.721,7.37e-06,-10.401,0.0515,0.885,105.866,0.0664,"['funk', 'motown', 'quiet storm', 'soul']"
711,711,Ain't Nobody,Rufus & Chaka Khan,53Za5vyGc1x7GxgJVRjRKc,1984,712,0,1199,806,1132,1211,1439,1504,1231,1287,1630,1444,1433,1612,1671,1606,1569,0,0,1823,0.21600000000000003,0.8079999999999999,285573,0.623,0.000396,-15.805,0.0463,0.767,104.29899999999999,0.0782,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
712,712,I Started A Joke,Bee Gees,36CKza28wMxYdjdzji7ine,1969,713,608,340,645,504,680,601,612,494,558,922,911,940,1066,1018,1051,1321,1136,1204,1636,0.156,0.31,188307,0.46399999999999997,8.94e-06,-8.755,0.0275,0.431,144.775,0.132,"['adult standards', 'disco', 'mellow gold', 'soft rock']"
713,713,Johnny B. Goode,Chuck Berry,2QfiRTz5Yc8DdShCxG1tB2,1958,714,786,650,914,839,760,914,1167,876,894,862,905,719,904,763,847,949,901,436,737,0.741,0.534,161560,0.8029999999999999,6.07e-05,-9.129,0.0743,0.9690000000000001,167.983,0.307,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
714,714,Ich Bin Wie Du,Marianne Rosenberg,3RF3vFbSiHAuWDyw8Di6Pk,1976,715,726,582,513,850,923,868,911,1097,876,1062,929,1180,1134,1259,1237,1114,1297,1250,1039,0.008790000000000001,0.48100000000000004,218187,0.775,2.52e-06,-8.057,0.0802,0.591,129.02,0.0724,"['classic schlager', 'schlager']"
715,715,People Are People,Depeche Mode,4WoKuMjwJXuy9IqX6AH5JE,1984,716,1144,1305,864,1148,1084,1766,1720,0,1752,1908,0,0,1759,1884,0,0,0,0,0,0.0794,0.68,231960,0.8290000000000001,2.09e-06,-7.305,0.0625,0.8140000000000001,119.975,0.327,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
716,716,Spinning Wheel,Blood Sweat & Tears,0spSRHFS4zF4Imvz9sJcfL,1969,717,897,765,777,891,912,821,942,1091,910,1648,1345,1618,0,0,0,0,0,0,0,0.315,0.695,247267,0.503,2.47e-05,-9.312999999999999,0.0605,0.542,96.818,0.261,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'jazz rock', 'mellow gold', 'psychedelic rock', 'soft rock', 'symphonic rock']"
717,717,All I Have To Do Is Dream,The Everly Brothers,7dblNGnRXEBrVJunazs2U5,1958,718,1159,1519,1310,1489,1716,1850,1915,1958,1727,0,0,0,0,0,0,0,0,0,0,0.8390000000000001,0.534,143333,0.462,0.0,-8.172,0.0266,0.534,96.195,0.129,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
718,718,Another Day,Buckshot Lefonque,2NbCpuyXXxNKQIALVzLQGQ,1997,719,779,1740,1171,1495,1637,1840,1829,1948,1695,0,0,1976,1935,1748,0,0,0,0,0,0.5670000000000001,0.6679999999999999,213933,0.63,0.00103,-10.204,0.0333,0.528,94.02600000000001,0.261,['jazz rap']
719,719,Bourrée,Jethro Tull,3jNGLTOcA4a34rZD2y392C,1969,720,0,0,686,865,828,831,810,1063,882,1173,1127,1384,1466,1590,1843,1982,0,0,0,0.371,0.522,226507,0.275,0.873,-14.005,0.0511,0.555,115.32700000000001,0.21899999999999997,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
